payment_id,date,payment,consumer_id
97b24302-8393-452f-be77-767647bc8e65,2020-07-07,398.46,aba156c6-02bf-4f51-8df0-227df3ffc0fd
8de15d7f-0903-4362-878b-b014a3a95e22,2020-03-06,8218.27,4d3957be-738e-4103-857d-39cdedc2f03c
6d51ac9d-b427-447b-a7cb-881b87c1da2d,2019-11-25,6710.17,d8926c08-ba06-4a2c-8b40-81f6595b75fe
4292facf-29f2-46a6-9c08-2ed4740726ad,2020-02-23,2061.31,a3a1bcd0-0b6c-485e-90eb-48d14d6253a1
10ee0930-08f7-489c-9c71-5124f194c760,2019-11-27,6200.22,18e5c1cc-5382-4465-89ff-2b01a931aa9c
42f7d84d-256c-47d9-9103-9dc8aabebae8,2020-08-02,4010.24,5a7007a4-7009-4373-a154-5d87365293ac
03a3f195-1abb-475f-b211-5c2d799f5be2,2019-12-07,1411.03,0fe9c6ce-cd38-465a-8c9d-0b9d8520bcf8
217c0d19-3bba-4f12-a6e9-6ea00d57fabb,2020-03-14,4834.81,f7e9b838-0a68-4217-83fd-db7a3e54e371
cb2478b1-5f47-4558-82e4-c157af1ad88d,2020-05-14,693.22,9dbd2490-7922-4ee2-8b98-69a3be4190a1
d810da76-35ba-4655-8318-092484d6aa95,2020-01-18,2702.88,6c2db0f5-0964-4054-a7a1-3b2a09e7647b
c4615c56-d050-4c82-824c-2f9478996bde,2020-08-28,8145.98,6f1b2f41-93dd-4678-94d4-0b40062e68c8
dd786099-7338-4536-a88d-ae0957433d37,2020-07-01,3044.23,68802086-4ea0-40de-b7ae-8a89f6b904c8
6fd39e34-d20d-4d41-b7b4-830f52de55cd,2019-12-16,6004.43,bbdc7fe7-f90e-469f-b591-1a6edfc83873
aeb94dc2-3b16-4b64-a48f-c32b0b5e17d1,2019-12-02,2017.67,62a33084-6a52-4571-9ae5-df729ccffae9
d609635c-f4c0-45e8-930f-d174c22a79ea,2020-06-28,3300.12,9f8416f1-5df4-4574-8118-7da5e68aab4b
600360d0-abd2-4910-ac19-690f08f0d590,2020-02-18,2623.57,f43b8eac-0dd2-4cff-9e19-935fa3f4cff4
e7278a3e-1e2f-4ca0-b9b8-95baed4d3333,2020-07-03,4224.57,6e59712f-fb10-43e2-b758-a948b02c4582
991d3e0d-a2a7-411a-b007-e2e411901598,2020-05-19,6773.47,17b1e2c0-aa22-49de-9327-c63dfeedc90d
f89e4d64-d5ef-4ebe-b6d9-3130473f25d5,2020-04-11,9461.29,f97f2cb9-05db-49fe-9242-ba35fb4eda83
c30da5b0-ca1f-4162-b268-8f0b510e4ea8,2019-11-26,4103.57,38fc6714-d52d-4708-9c04-363c763c7112
9a3757ab-f9fb-4848-aac7-74f7b53f66e2,2020-04-11,5832.22,e7d78969-dbf7-4e42-a6dc-7e4c9a21d323
da255ee1-73b9-471b-ac9c-a316f92e484a,2019-10-20,8062.12,8900894e-7fb7-4bbf-98cb-275ed7b60c99
6f238fd8-0352-4aa2-9d0c-3479a983f74c,2020-02-06,8493.62,bcb729e2-5b29-4a32-b647-44447286c0b7
20d60666-c893-4135-9f0a-b67a576a18d6,2020-07-17,3969.28,ee315a28-ecbd-43c6-8743-284e3a2f0d42
021a681f-1057-4fc7-8c7f-9d2c135e0011,2020-04-11,2920.06,ddcde23b-b1f8-48e1-bab5-de1ab4037d70
8b76f90a-78a6-4b34-b752-471f361662af,2020-09-11,2020.54,f0a22f7f-fd85-490b-bca1-e4c0140a1d10
b43f37fe-4e35-4de8-a9fc-4f3c829ceb42,2019-12-24,607.65,6bc70911-7685-4acf-a0f8-44073cf72430
dcc25b92-5af3-4326-aad6-0c52a4c6b8c6,2020-01-23,7893.38,f6cd280e-88a0-4056-b470-f431f3e6e1f3
42e8cf4c-ce7f-4ccc-92f9-2f2a48e8981f,2020-04-01,8154.73,86bca859-1af0-4e83-b3fa-f71de57a6d16
d63d50ec-bb78-4ab4-a912-2c1440dc233c,2020-09-06,3654.08,03b86942-334d-4401-8fd7-39ceb682c46b
327a6fd1-75be-401f-b9ab-844ef44e4c7e,2020-01-29,5899.25,2edcdd5f-5403-4a90-8b56-11112efd08ad
12a6f7d0-f062-433a-81f5-7253233aaf0f,2019-12-04,8863.54,469ae2fb-41a9-41d9-8ed9-ae9f2db38f55
c62fcda5-69db-4b89-93fd-717032b1ead5,2020-07-30,4599.36,9fcfd239-fc59-409f-9ae3-ccf1bdef2c6a
adbcd9f2-415a-4f0e-a368-52db6305b8a6,2019-11-06,8021.9,93d6ae77-238a-43f5-ad4e-1b98e2f684e5
1e962c25-afd4-44bf-bbca-ad9276ed6a3e,2020-02-25,3253.7,cbfa19ef-1ce5-4960-a03e-e1527ca2d1f1
15fcb95c-5cfd-4d77-a0d6-ec6b82702529,2020-05-08,8998.19,f6afceac-a217-4d6f-97fd-a5c9b491c3b4
d868f41d-ddee-4e99-8509-0850a0ae3422,2020-02-20,6073.24,7fb6f6ac-c8a7-4b42-8b53-b05102ca772b
3db4b568-7a24-4d88-95c9-062f2d6b3053,2019-12-20,9982.68,ffb1cd14-3b00-42db-bd74-f58f61e73e73
e69ecb70-4e73-4c62-9d22-b07d8bc3a464,2019-12-13,8796.36,5414ab32-7525-41d1-ad26-9d60de9475b2
f499dee5-bac7-45db-84e3-c9b63dfa0bf7,2020-06-01,9469.79,8a614937-01d5-4d1e-8988-2b7e0618cf7d
54064bc8-cb5f-4f6f-8e61-43f01c65c2b3,2020-09-25,9570.34,57f5cc2d-472a-40ab-9eb2-d2a1b8f1afc8
e117f3db-ba5f-4918-a55c-428a9a4e0b0d,2020-04-15,7706.51,0678b0e7-2881-482b-84a5-8b6784cdc65d
6426d8c9-ffde-42c0-aecb-b68c92a6b279,2019-12-18,9790.22,617234bd-485c-4a49-b8e1-4c73e63eee7a
895f2cb0-188a-4281-8f8d-fcfae41c9eb8,2019-12-10,6769.21,ed88603c-c36c-4b54-87ca-bf25e25ba368
87e0b044-e8d6-4c43-af44-76732d1365c1,2020-09-20,9282.54,2d909b5b-41eb-4938-ab47-7653e89728a8
bc86b014-222f-46c8-8850-c9c9a9511418,2020-03-15,7357.99,214dd6ee-38da-4a52-aac3-9a671b4aaa79
38c2c113-6c35-48de-9b62-352bba83d4b5,2020-03-06,2439.41,85017410-99bb-4317-8132-2821a0e6de2b
9fcbac85-d6fc-4ebf-b331-4f44055bc531,2020-04-30,6802.88,4b4031b5-f1ab-42f0-a640-e2ebd5116d87
3a5e2ecf-e62a-4273-a90b-4e0d784a6ad7,2020-05-05,4714.64,546873c0-38bf-45f5-9455-ee56c8af6242
73cb53e2-bb66-4428-ba74-c1a61f9357f9,2020-02-19,7404.77,96612253-4b88-499b-b89b-f3e5916bbc11
af6bd585-d2ed-4053-af3d-92b80b5d51ba,2020-01-23,610.39,0d00bef4-f9cf-4aeb-a9c6-9825aa2cf266
77d2fdf9-bcdb-4db0-826e-2d343618950b,2020-01-20,4843.71,602d0955-bc8b-4dfe-b588-2e24201f832f
10e8f7a1-0c88-42e8-bea9-c5319098c0a6,2020-06-04,2332.83,e9db9ec4-69f9-4dae-85f7-a1f713dda7ee
2890ca31-c92b-4d56-8932-dc95ccc229f7,2020-09-04,9912.06,9ce984b5-6cfc-4033-b82a-afa14d1dd92f
a4bcc36b-2f0e-4d9a-a928-a752feab8bfc,2020-02-11,3754.03,6733a085-3049-4090-b76e-4fca0958d078
f386477a-6d09-44ba-b4d7-d0f94fe35cce,2019-11-03,4250.16,7fa2900b-eb73-45ef-8803-150d8a2fae29
36a275e9-cf39-4fbf-968f-7d67002bda05,2019-11-04,9186.16,9540f6c5-9157-48ef-afe4-2276841f4b4e
dbac7c40-7501-449c-879e-a35e5fc7458a,2020-03-08,2183.86,f0d9328c-6d27-4787-a09f-9295f5a574a2
c94d3291-752d-42cd-b5bb-4871ea2de638,2020-05-23,2159.75,90a7199c-26fd-4ba4-ba1f-4950606a0054
0729a1c0-beec-436b-badc-dafea19cfd31,2020-07-25,5677.62,ddb1ee09-2599-495d-908f-f0d52e43e06f
74a3b47b-c720-488f-8154-8939ed86354b,2020-07-06,8629.64,d5068664-708d-43a1-b1ac-9283509d59ad
641fe81f-53c4-42d4-847e-d34cd2b21ebd,2020-03-27,9102.38,9d2923ac-e47c-4f26-bb60-d88772f76ac3
47d3f4db-7945-4737-9685-9c24a699e836,2020-07-11,4890.57,96e4291e-0538-4d5e-9679-46c2840ae339
2c34a6a0-3f95-4da2-8ebb-2ef9688daf1e,2020-08-01,5111.89,bc67c438-5f23-456e-ad74-32cc84811e2f
e8cdea98-8657-412f-937c-5cdce892844b,2020-05-12,2842.11,d29103c6-4c17-40b8-a6f4-58a314f99b1c
2c74ef4f-ae0e-43f0-a814-8300fcaba19f,2020-06-21,1159.52,41b88650-bc80-4da0-b61f-adff483edf59
9bbbf890-365d-47e2-8e99-77892fa6afba,2020-05-19,5828.75,1bc1dcc6-18d2-4770-bf51-ddd159e000fe
08f2eeb0-4566-4c96-bad9-95aeac47231f,2020-07-26,3871.76,1bf6ab4b-e756-49db-8c1f-e5f21f60bf89
38b85fe0-7695-4daf-91de-fadf7d75f487,2020-05-07,260.94,1b675eac-5812-44c8-a3c5-c654c3c9a4cf
6638dd64-38b3-4704-8a04-5fd2ad9fc5e6,2020-04-06,9402.83,ab998b33-45fd-4c6c-829c-008dbf3eab44
9e9d3156-0fc5-4f74-a3c8-46eb535b154d,2020-05-11,9324.44,b1e8d27d-8cb8-417e-946c-afb28882f838
71e649a3-5395-4ebe-96d0-7a0248aa410d,2019-10-11,849.99,e861aa18-1015-4e8f-96e9-3d1f250d500c
0182edf8-f89a-45c3-aa29-f7101368e64c,2020-07-16,293.08,0ba356cf-369d-4acf-8147-73bfc8b3d595
042930d1-64cc-43e3-86b2-a333c4b74be8,2020-09-17,6885.14,0ffbbaf6-0fbf-4fa2-a932-bab26e2390c4
8dc0cf65-cda7-4d18-b52c-c9007d1093a2,2019-10-20,9142.49,51f947d1-dfb4-41b8-bd5b-4ced6eb94a21
b4ec06d8-9d8b-4155-a407-1b70f1f47f48,2020-05-28,5878.4,67fb7f2d-27d3-4bb0-b363-4ec33157106e
185da4c5-309b-4442-86d7-2fed00c04829,2020-04-25,4137.14,69b5e9e1-1709-4631-99d5-47e3a2c004c5
056cf123-b0e4-4382-8710-8e697cb054eb,2020-02-06,1819.69,f989c674-fc01-41cb-906e-f1f14f70f0a1
72f7c1d0-e74a-4d21-8935-98f7680b820b,2020-05-27,3417.55,fbe99937-e02a-459b-9be0-33cc2aac1623
9e165f22-9e45-4051-9c31-5711825960f7,2020-09-18,6584.97,ca34efc7-0d25-485d-8bcd-fe60b0ff1f08
788c0b71-4a2e-40b2-b79a-ac7995bf28bc,2019-12-16,5014.17,b19fd0ca-1f97-4110-8101-69dd5caa2e43
8acf68c1-06a5-407a-813c-eaf235a9cf6e,2020-05-29,9704.13,a369fd8e-571b-4bcd-b437-7206e3a94e4f
43ffea05-18c2-42b7-a418-4b409c7d3ba4,2020-01-16,6618.04,77726e36-f563-449a-86d8-e1b0fa7fe9b4
